"head","relation","tail"
"drugbank.DB00285","SE","meddra.10020907"
"mondo.0016642","symptom","hpo.0001269"
"mondo.0014246","associated","uniprot.Q9Y5Y9"
"mondo.0011872","symptom","hpo.0003077"
"mondo.0014340","symptom","hpo.0004749"
"mondo.0008045","symptom","hpo.0001609"
"drugbank.DB00295","SE","meddra.10013661"
"mondo.0010909","associated","uniprot.Q03468"
"drugbank.DB00204","SE","meddra.10044066"
"drugbank.DB13867","target","uniprot.P06401"
"mondo.0010939","symptom","hpo.0001082"
"drugbank.DB00555","target","uniprot.P35498"
"mondo.8000006","symptom","hpo.0100750"
"mondo.0018800","associated","uniprot.P48431"
"mondo.0010992","symptom","hpo.0008404"
"mondo.0011833","symptom","hpo.0002063"
"drugbank.DB08865","target","uniprot.P29597"
"drugbank.DB01041","SE","meddra.10027514"
"drugbank.DB01590","target","uniprot.P08183"
"drugbank.DB00207","SE","meddra.10037621"
"mondo.0013839","symptom","hpo.0000763"
"mondo.0010664","associated","uniprot.P52926"
"mondo.0010683","associated","uniprot.P68133"
"drugbank.DB13944","SE","meddra.10034721"
"mondo.0009650","symptom","hpo.0001433"
"mondo.0014091","associated","uniprot.P25705"
"mondo.0004691","associated","uniprot.Q13563"
"drugbank.DB01236","target","uniprot.Q7Z418"
"drugbank.DB00461","SE","meddra.10047115"
"drugbank.DB01105","target","uniprot.P18825"
"mondo.0019542","associated","uniprot.P01008"
"mondo.0800175","associated","uniprot.P01588"
"drugbank.DB00619","SE","meddra.10023232"
"mondo.0024517","associated","uniprot.Q8N653"
"drugbank.DB00715","target","uniprot.P08173"
"drugbank.DB00216","SE","meddra.10043778"
"drugbank.DB00864","SE","meddra.10008635"
"mondo.0009746","symptom","hpo.0025615"
"drugbank.DB00734","SE","meddra.10033546"
"mondo.0008842","symptom","hpo.0003073"
"mondo.0008383","associated","uniprot.P23771"
"mondo.0007739","symptom","hpo.0031843"
"drugbank.DB06202","SE","meddra.10027175"
"mondo.0007576","associated","uniprot.P23219"
"mondo.0010298","symptom","hpo.0000787"
"mondo.0012105","symptom","hpo.0002105"
"mondo.0013791","symptom","hpo.0004420"
"drugbank.DB00398","target","uniprot.O94804"
"drugbank.DB00659","SE","meddra.10020558"
"mondo.0013995","symptom","hpo.0025116"
"drugbank.DB14208","target","uniprot.P12821"
"drugbank.DB00349","SE","meddra.10012260"
"drugbank.DB00425","target","uniprot.P18507"
"drugbank.DB00996","SE","meddra.10029446"
"mondo.0012510","associated","uniprot.Q9Y3D3"
"mondo.0015461","symptom","hpo.0000488"
"mondo.0019006","associated","uniprot.P54851"
"drugbank.DB00227","target","uniprot.P04035"
"drugbank.DB01224","target","uniprot.P11229"
"mondo.0010483","symptom","hpo.0002133"
"drugbank.DB08916","target","uniprot.P08631"
"drugbank.DB01238","target","uniprot.P47898"
"mondo.0011469","symptom","hpo.0000995"
"mondo.0011176","associated","uniprot.Q9BX84"
"drugbank.DB00215","SE","meddra.10042458"
"drugbank.DB01217","target","uniprot.P11511"
"mondo.0010726","symptom","hpo.0004326"
"mondo.0019933","symptom","hpo.0100786"
"drugbank.DB00967","SE","meddra.10013916"
"mondo.0018969","associated","uniprot.P25929"
"drugbank.DB00952","SE","meddra.10020400"
"mondo.0010061","symptom","hpo.0000618"
"mondo.0019019","associated","uniprot.P36955"
"drugbank.DB00843","SE","meddra.10033072"
"mondo.0007571","associated","uniprot.Q9Y5Y9"
"mondo.0010651","symptom","hpo.0000973"
"mondo.0019960","symptom","hpo.0002024"
"mondo.0008119","associated","uniprot.Q13507"
"mondo.0017979","symptom","hpo.0000554"
"mondo.0011330","symptom","hpo.0000012"
"drugbank.DB01238","SE","meddra.10039100"
"mondo.0008919","symptom","hpo.0001987"
"mondo.0012435","associated","uniprot.Q96DA6"
"mondo.0014585","symptom","hpo.0010628"
"mondo.0008708","associated","uniprot.Q9UMX1"
"drugbank.DB00909","target","uniprot.O43570"
"mondo.0020728","symptom","hpo.0100520"
"drugbank.DB01156","target","uniprot.P33261"
"mondo.0005136","associated","uniprot.P02724"
"mondo.0010461","symptom","hpo.0008404"
"drugbank.DB00770","target","uniprot.P34995"
"mondo.0008858","symptom","hpo.0002317"
"mondo.0014563","symptom","hpo.0002878"
"mondo.0012495","associated","uniprot.Q9NR45"
"drugbank.DB00783","SE","meddra.10020949"
"drugbank.DB00273","SE","meddra.10002500"
"mondo.0005029","associated","uniprot.P09038"
"drugbank.DB00543","target","uniprot.P31645"
"mondo.0010043","symptom","hpo.0030839"
"mondo.0007488","associated","uniprot.P08069"
"mondo.0009529","symptom","hpo.0001298"
"mondo.0015564","symptom","hpo.0005214"
"mondo.0019200","associated","uniprot.Q02846"
"drugbank.DB00996","SE","meddra.10022955"
"drugbank.DB00404","SE","meddra.10013952"
"drugbank.DB01059","SE","meddra.10043255"
"mondo.0009561","associated","uniprot.O00754"
"mondo.0008278","symptom","hpo.0004942"
"mondo.0005711","symptom","hpo.0002098"
"mondo.0014102","associated","uniprot.Q9C004"
"mondo.0018969","associated","uniprot.P42898"
"mondo.0014405","symptom","hpo.0200039"
"mondo.0011211","associated","uniprot.O43822"
"drugbank.DB00661","target","uniprot.P28335"
"drugbank.DB00227","SE","meddra.10019493"
"mondo.0011113","symptom","hpo.0010628"
"mondo.0012876","symptom","hpo.0005521"
"mondo.0010726","associated","uniprot.O75899"
"mondo.0007057","symptom","hpo.0001007"
"mondo.0010480","symptom","hpo.0001974"
"mondo.0010480","symptom","hpo.0001923"
"mondo.0010637","symptom","hpo.0008404"
"mondo.0013238","symptom","hpo.0000498"
"mondo.0014648","associated","uniprot.Q96C86"
"mondo.0011582","symptom","hpo.0007209"
"mondo.0011895","symptom","hpo.0200036"
"drugbank.DB00408","target","uniprot.P50406"
"mondo.0014464","associated","uniprot.Q16698"
"mondo.0019186","symptom","hpo.0030166"
"mondo.0008420","associated","uniprot.P22607"
"mondo.0008300","symptom","hpo.0000823"
"drugbank.DB06202","SE","meddra.10013836"
"mondo.0060583","symptom","hpo.0100658"
"mondo.0012586","associated","uniprot.O75581"
"mondo.0014245","associated","uniprot.P61313"
"mondo.0009050","symptom","hpo.0001952"
"mondo.0015012","symptom","hpo.0000097"
"mondo.0009613","symptom","hpo.0002098"
"mondo.0012276","symptom","hpo.0002072"
"mondo.0013308","symptom","hpo.0010310"
"mondo.0013431","symptom","hpo.0002097"
"mondo.0018956","symptom","hpo.0030830"
"mondo.0007542","associated","uniprot.Q9HBG6"
"drugbank.DB00491","SE","meddra.10047697"
"mondo.0011232","symptom","hpo.0002181"
"drugbank.DB00398","SE","meddra.10020850"
"mondo.0021055","associated","uniprot.P02766"
"drugbank.DB00275","target","uniprot.P30556"
"mondo.0013340","symptom","hpo.0002063"
"mondo.0007540","symptom","hpo.0002248"
"mondo.0008457","symptom","hpo.0002317"
"mondo.0011374","symptom","hpo.0003077"
"mondo.0009397","symptom","hpo.0002789"
"mondo.0006292","associated","uniprot.Q9NYA4"
"drugbank.DB01233","target","uniprot.A5X5Y0"
"drugbank.DB00758","SE","meddra.10022974"
"mondo.0006292","associated","uniprot.P10147"
"mondo.0007243","associated","uniprot.Q02535"
"mondo.0800437","symptom","hpo.0010628"
"drugbank.DB00564","target","uniprot.O75469"
"mondo.0008491","symptom","hpo.0002063"
"mondo.0010592","symptom","hpo.0200036"
"mondo.0008963","symptom","hpo.0011900"
"mondo.0019321","symptom","hpo.0002858"
"mondo.0023122","associated","uniprot.Q5VYX0"
"mondo.0010002","symptom","hpo.0001915"
"mondo.0019149","symptom","hpo.0003124"
"mondo.0017380","symptom","hpo.0002573"
"drugbank.DB01268","target","uniprot.Q9H2K2"
"mondo.0018031","associated","uniprot.P21580"
"mondo.0011730","symptom","hpo.0002904"
"drugbank.DB00230","SE","meddra.10042966"
"mondo.0044312","symptom","hpo.0001888"
"drugbank.DB01001","SE","meddra.10033078"
"mondo.0011839","associated","uniprot.P12271"
"mondo.0011730","associated","uniprot.P07954"
"drugbank.DB00193","SE","meddra.10015068"
"mondo.0008876","symptom","hpo.0001818"
"mondo.0018874","associated","uniprot.P04637"
"mondo.0019266","symptom","hpo.0002570"
"drugbank.DB01222","SE","meddra.10023232"
"mondo.0012247","associated","uniprot.Q92915"
"mondo.0008383","associated","uniprot.Q9NPF7"
"drugbank.DB00659","SE","meddra.10014080"
"mondo.0010200","symptom","hpo.0003537"
"drugbank.DB00323","SE","meddra.10012260"
"drugbank.DB00494","SE","meddra.10021021"
"drugbank.DB05294","target","uniprot.Q13131"
"mondo.0016484","associated","uniprot.Q9H5P4"
"drugbank.DB00370","SE","meddra.10020667"
"drugbank.DB00555","SE","meddra.10039788"
"drugbank.DB00953","target","uniprot.P30939"
"drugbank.DB01083","SE","meddra.10000055"
"drugbank.DB00273","target","uniprot.Q13002"
"mondo.0012750","symptom","hpo.0002300"
"drugbank.DB00422","SE","meddra.10006514"
"mondo.0018612","associated","uniprot.P01222"
"mondo.0007269","symptom","hpo.0004308"
"mondo.0033012","symptom","hpo.0000998"
"mondo.0009824","associated","uniprot.Q9UBQ7"
"mondo.0010820","associated","uniprot.Q6XR72"
"drugbank.DB00425","target","uniprot.P34903"
"mondo.0008102","symptom","hpo.0001695"
"drugbank.DB00252","SE","meddra.10021059"
"mondo.0011299","associated","uniprot.P04156"
"mondo.0011398","symptom","hpo.0100725"
"drugbank.DB00343","target","uniprot.P28223"
"mondo.0010741","symptom","hpo.0011947"
"mondo.0014035","symptom","hpo.0100716"
"drugbank.DB00543","target","uniprot.P20309"
"drugbank.DB01132","target","uniprot.O95342"
"mondo.0009092","symptom","hpo.0000734"
"drugbank.DB04868","SE","meddra.10016936"
"mondo.0008978","associated","uniprot.O15178"
"mondo.0014652","symptom","hpo.0001489"
"mondo.0008294","symptom","hpo.0002590"
"mondo.0019346","symptom","hpo.0000488"
"mondo.0005580","associated","uniprot.P30043"
"mondo.0019338","symptom","hpo.0002105"
"mondo.0013254","symptom","hpo.0000752"
"drugbank.DB01110","target","uniprot.P30542"
"mondo.0014548","associated","uniprot.P0DP24"
"mondo.0013081","symptom","hpo.0001890"
"mondo.0011439","symptom","hpo.0000746"
"drugbank.DB04868","target","uniprot.Q02763"
"drugbank.DB01184","SE","meddra.10042434"
"drugbank.DB00633","SE","meddra.10042966"
"drugbank.DB01212","SE","meddra.10008635"
"drugbank.DB00764","target","uniprot.P04150"
"drugbank.DB06202","SE","meddra.10023157"
"mondo.0011273","symptom","hpo.0001640"
"drugbank.DB08873","SE","meddra.10008417"
"drugbank.DB01175","SE","meddra.10012260"
"drugbank.DB00679","target","uniprot.P35462"
"drugbank.DB01088","target","uniprot.P35408"
"mondo.0012717","symptom","hpo.0002917"
"mondo.0019342","associated","uniprot.O43929"
"mondo.0018921","symptom","hpo.0001883"
"mondo.0010516","symptom","hpo.0001883"
"drugbank.DB00390","target","uniprot.P54709"
"mondo.0007267","associated","uniprot.P09493"
"mondo.0018874","associated","uniprot.P54132"
"mondo.0011719","associated","uniprot.P61586"
"mondo.0018612","symptom","hpo.0000787"
"mondo.0009485","associated","uniprot.Q7Z3V4"
"mondo.0100130","associated","uniprot.P55344"
"mondo.0016466","symptom","hpo.0001708"
"drugbank.DB00861","target","uniprot.P00915"
"drugbank.DB00471","target","uniprot.P21452"
"mondo.0014413","symptom","hpo.0010535"
"drugbank.DB08901","SE","meddra.10035598"
"mondo.0010196","symptom","hpo.0001387"
"mondo.0021055","symptom","hpo.0002884"
"mondo.0009513","symptom","hpo.0200042"
"mondo.0013712","associated","uniprot.P32927"
"mondo.0011229","symptom","hpo.0001298"
"mondo.0013609","associated","uniprot.Q9BPU9"
"mondo.0019391","associated","uniprot.Q8IYD8"
"mondo.0010310","symptom","hpo.0001650"
"mondo.0007269","associated","uniprot.Q8N0Z2"
"mondo.0014049","symptom","hpo.0000805"
"mondo.0011631","symptom","hpo.0001952"
"mondo.0011599","symptom","hpo.0100832"
"drugbank.DB00328","target","uniprot.Q96RP8"
"mondo.0009503","symptom","hpo.0002317"
"drugbank.DB05294","target","uniprot.Q9BYT3"
"mondo.0018177","associated","uniprot.P30711"
"mondo.0013901","associated","uniprot.Q8IYM1"
"mondo.0014050","symptom","hpo.0000541"
"mondo.0018961","associated","uniprot.Q92560"
"mondo.0012883","associated","uniprot.P40763"
"drugbank.DB00715","SE","meddra.10042458"
"mondo.0009486","symptom","hpo.0002901"
"drugbank.DB00692","target","uniprot.Q9NY46"
"drugbank.DB00273","SE","meddra.10050492"
"drugbank.DB06176","SE","meddra.10020943"
"mondo.0010283","symptom","hpo.0002133"
"mondo.0010664","symptom","hpo.0000029"
"mondo.0018309","associated","uniprot.P14138"
"mondo.0009998","associated","uniprot.P38919"
"mondo.0008458","associated","uniprot.Q9Y4W6"
"mondo.0010421","symptom","hpo.0002024"
"mondo.0013914","associated","uniprot.P01148"
"drugbank.DB04861","target","uniprot.P08588"
"mondo.0005580","associated","uniprot.Q16236"
"mondo.0014367","symptom","hpo.0001047"
"drugbank.DB06626","target","uniprot.Q07912"
"mondo.0010789","associated","uniprot.P03923"
"mondo.0013005","symptom","hpo.0000805"
"mondo.0012589","symptom","hpo.0001217"
"mondo.0005828","symptom","hpo.0025258"
"mondo.0019311","symptom","hpo.0000826"
"mondo.0018874","associated","uniprot.Q9NZN3"
"mondo.0011239","associated","uniprot.Q9NZV1"
"mondo.0009249","symptom","hpo.0003149"
"drugbank.DB01041","SE","meddra.10020647"
"drugbank.DB00952","SE","meddra.10015461"
"drugbank.DB00448","SE","meddra.10020582"
"mondo.0012203","associated","uniprot.P16473"
"drugbank.DB00381","target","uniprot.P35348"
"drugbank.DB00370","SE","meddra.10033864"
"mondo.0013145","associated","uniprot.Q9Y6H6"
"mondo.0007947","associated","uniprot.P04040"
"drugbank.DB06288","target","uniprot.P41595"
"mondo.0007918","symptom","hpo.0000618"
"mondo.0012880","associated","uniprot.Q9P2D1"
"drugbank.DB00740","SE","meddra.10008114"
"mondo.0008915","symptom","hpo.0009125"
"mondo.0014545","associated","uniprot.P27544"
"mondo.0013286","symptom","hpo.0000099"
"drugbank.DB08815","target","uniprot.P34969"
"mondo.0014355","symptom","hpo.0001820"
"drugbank.DB13867","SE","meddra.10047115"
"mondo.0014831","symptom","hpo.0001622"
"mondo.0008716","symptom","hpo.0100578"
"mondo.0015719","symptom","hpo.0002170"
"mondo.0009532","symptom","hpo.0001539"
"mondo.0033014","associated","uniprot.Q06136"
"drugbank.DB00285","SE","meddra.10046851"
"drugbank.DB00230","SE","meddra.10034539"
"drugbank.DB08901","target","uniprot.P07949"
"mondo.0011871","symptom","hpo.0003077"
"mondo.0004976","associated","uniprot.P14136"
"mondo.0007044","associated","uniprot.Q08499"
"mondo.0009823","associated","uniprot.Q53H12"
"drugbank.DB06616","target","uniprot.P21709"
"drugbank.DB00317","target","uniprot.Q9HBH9"
"drugbank.DB01008","SE","meddra.10035759"
"mondo.0018493","associated","uniprot.P21817"
"mondo.0008045","symptom","hpo.0002312"
"mondo.0012679","symptom","hpo.0001433"
"drugbank.DB00393","target","uniprot.O60840"
"mondo.0007435","associated","uniprot.Q6VVB1"
"drugbank.DB00297","SE","meddra.10021113"
"drugbank.DB00472","SE","meddra.10021113"
"mondo.0018921","associated","uniprot.Q9NXB0"
"mondo.0016333","associated","uniprot.P63316"
"mondo.0011273","symptom","hpo.0002024"
"mondo.0008487","associated","uniprot.Q13480"
"drugbank.DB00035","SE","meddra.10010071"
"mondo.0005711","associated","uniprot.P08069"
"mondo.0018820","symptom","hpo.0001695"
"mondo.0010926","symptom","hpo.0003072"
"mondo.0012382","symptom","hpo.0001397"
"mondo.0014464","symptom","hpo.0011951"
"drugbank.DB00996","SE","meddra.10043570"
"drugbank.DB00783","SE","meddra.10022687"
"mondo.0013391","symptom","hpo.0000027"
"drugbank.DB01162","SE","meddra.10027646"
"mondo.0010622","symptom","hpo.0008064"
"mondo.0016466","symptom","hpo.0000961"
"mondo.0008094","symptom","hpo.0002170"
"mondo.0008434","symptom","hpo.0002155"
"mondo.0012883","symptom","hpo.0002653"
"drugbank.DB00230","SE","meddra.10022687"
"mondo.0013717","symptom","hpo.0002558"
"drugbank.DB00317","target","uniprot.Q56UN5"
"mondo.0019006","associated","uniprot.Q9NQW6"
"mondo.0010466","symptom","hpo.0002878"
"drugbank.DB01242","target","uniprot.P21728"
"mondo.0018968","associated","uniprot.P01308"
"mondo.0013135","symptom","hpo.0001433"
"drugbank.DB00715","SE","meddra.10006549"
"mondo.0016002","symptom","hpo.0001373"
"mondo.0010264","associated","uniprot.O43918"
"mondo.0018874","associated","uniprot.P14210"
"drugbank.DB00310","target","uniprot.Q9Y2D0"
"mondo.0009910","symptom","hpo.0000656"
"mondo.0005313","associated","uniprot.P29474"
"mondo.0010533","symptom","hpo.0000618"
"drugbank.DB05294","target","uniprot.P21860"
"drugbank.DB00962","SE","meddra.10020622"
"mondo.0011989","associated","uniprot.Q07820"
"mondo.0009458","symptom","hpo.0002634"
"mondo.0011895","symptom","hpo.0002354"
"mondo.0020783","symptom","hpo.0000100"
"mondo.0010886","symptom","hpo.0000752"
"mondo.0009480","symptom","hpo.0000093"
"mondo.0013755","associated","uniprot.P32322"
"drugbank.DB01268","target","uniprot.Q14680"
"drugbank.DB00268","SE","meddra.10007515"
"mondo.0007959","associated","uniprot.O15550"
"mondo.0007893","associated","uniprot.Q07889"
"drugbank.DB00906","SE","meddra.10020910"
"mondo.0013755","symptom","hpo.0002021"
"mondo.0011743","associated","uniprot.P02649"
"drugbank.DB00472","SE","meddra.10027514"
"mondo.0009711","symptom","hpo.0002878"
"mondo.0014640","symptom","hpo.0000741"
"drugbank.DB00962","SE","meddra.10029148"
"drugbank.DB00864","SE","meddra.10003445"
"drugbank.DB00755","SE","meddra.10016750"
"drugbank.DB01167","target","uniprot.P51679"
"mondo.0007669","symptom","hpo.0000104"
"mondo.0018473","symptom","hpo.0001397"
"drugbank.DB00571","target","uniprot.P13945"
"drugbank.DB01175","SE","meddra.10027313"
"drugbank.DB00398","target","uniprot.Q9UQB9"
"drugbank.DB00917","target","uniprot.Q13258"
"mondo.0044318","associated","uniprot.O15297"
"drugbank.DB00633","SE","meddra.10035759"
"mondo.0007435","symptom","hpo.0002345"
"mondo.0013758","associated","uniprot.Q27J81"
"mondo.0014015","associated","uniprot.Q8NEL9"
"drugbank.DB00996","SE","meddra.10046593"
"mondo.0013806","associated","uniprot.Q13535"
"mondo.0013797","symptom","hpo.0000126"
"drugbank.DB00804","target","uniprot.P35498"
"drugbank.DB01050","target","uniprot.Q8N695"
"drugbank.DB00715","SE","meddra.10001541"
"mondo.0013966","associated","uniprot.P0DP25"
"drugbank.DB01115","target","uniprot.P00390"
"mondo.0000908","symptom","hpo.0011705"
"drugbank.DB00320","target","uniprot.P28566"
"mondo.0016333","associated","uniprot.P12883"
"mondo.0011639","symptom","hpo.0002098"
"mondo.0100244","associated","uniprot.P13987"
"mondo.0010100","symptom","hpo.0011951"
"drugbank.DB08907","target","uniprot.P31639"
"drugbank.DB05294","SE","meddra.10008612"
"drugbank.DB00530","target","uniprot.Q9H1R3"
"drugbank.DB01186","SE","meddra.10020558"
"mondo.0009925","symptom","hpo.0002621"
"mondo.0015705","symptom","hpo.0010628"
"drugbank.DB00422","SE","meddra.10026749"
"drugbank.DB00624","SE","meddra.10003883"
"mondo.0001187","associated","uniprot.O43653"
"mondo.0007542","symptom","hpo.0004326"
"mondo.0018874","associated","uniprot.P04141"
"drugbank.DB00982","SE","meddra.10018292"
"mondo.0008854","associated","uniprot.Q96RK4"
"drugbank.DB00993","SE","meddra.10009887"
"drugbank.DB01194","target","uniprot.P22748"
"mondo.0009717","symptom","hpo.0000787"
"drugbank.DB00995","SE","meddra.10022618"
"drugbank.DB01041","SE","meddra.10025327"
"drugbank.DB01268","target","uniprot.O15146"
"mondo.0018998","associated","uniprot.Q70EL2"
"mondo.0018868","symptom","hpo.0100753"
